year;population_count;country_code
1962;6028431;KHM
1963;6183584;KHM
1964;6331449;KHM
1965;6467197;KHM
1966;6585035;KHM
1967;6685960;KHM
1968;6779787;KHM
1969;6880623;KHM
1970;6996576;KHM
1971;7139647;KHM
1972;7302111;KHM
1973;7449238;KHM
1974;7533336;KHM
1975;7524447;KHM
1976;7404684;KHM
1977;7196042;KHM
1978;6957265;KHM
1979;6770396;KHM
1980;6693764;KHM
1981;6749847;KHM
1982;6919801;KHM
1983;7169997;KHM
1984;7447853;KHM
1985;7714880;KHM
1986;7960949;KHM
1987;8198082;KHM
1988;8435912;KHM
1989;8691334;KHM
1990;8975597;KHM
1991;9289299;KHM
1992;9623889;KHM
1993;9970733;KHM
1994;10317899;KHM
1995;10656138;KHM
1996;10982917;KHM
1997;11298600;KHM
1998;11600508;KHM
1999;11886458;KHM
2000;12155239;KHM
2001;12405408;KHM
2002;12637727;KHM
2003;12856163;KHM
2004;13066469;KHM
2005;13273354;KHM
2006;13477709;KHM
2007;13679962;KHM
2008;13883834;KHM
2009;14093604;KHM
2010;14312212;KHM
2011;14541423;KHM
2012;14780454;KHM
2013;15026332;KHM
2014;15274503;KHM
2015;15521436;KHM
2016;15766293;KHM
2017;16009414;KHM
1960;41202;KIR
1961;42229;KIR
1962;43281;KIR
1963;44338;KIR
1964;45399;KIR
1965;46429;KIR
1966;47434;KIR
1967;48417;KIR
1968;49363;KIR
1969;50267;KIR
1970;51151;KIR
1971;51980;KIR
1972;52780;KIR
1973;53553;KIR
1974;54333;KIR
1975;55114;KIR
1976;55924;KIR
1977;56764;KIR
1978;57618;KIR
1979;58461;KIR
1980;59301;KIR
1981;60104;KIR
1982;60887;KIR
1983;61733;KIR
1984;62744;KIR
1985;63986;KIR
1986;65505;KIR
1987;67248;KIR
1988;69089;KIR
1989;70853;KIR
1990;72400;KIR
1991;73692;KIR
1992;74766;KIR
1993;75716;KIR
1994;76670;KIR
1995;77723;KIR
1996;78903;KIR
1997;80187;KIR
1998;81556;KIR
1999;82972;KIR
2000;84396;KIR
2001;85849;KIR
2002;87305;KIR
2003;88835;KIR
2004;90499;KIR
2005;92325;KIR
2006;94343;KIR
2007;96527;KIR
2008;98761;KIR
2009;100930;KIR
2010;102927;KIR
2011;104728;KIR
2012;106370;KIR
2013;107890;KIR
2014;109391;KIR
2015;110930;KIR
2016;112524;KIR
2017;114158;KIR
1960;51195;KNA
1961;51192;KNA
1962;50963;KNA
1963;50525;KNA
1964;49931;KNA
1965;49214;KNA
1966;48358;KNA
1967;47381;KNA
1968;46397;KNA
1969;45534;KNA
1970;44883;KNA
1971;44490;KNA
1972;44320;KNA
1973;44311;KNA
1974;44328;KNA
1975;44272;KNA
1976;44143;KNA
1977;43942;KNA
1978;43708;KNA
1979;43455;KNA
1980;43205;KNA
1981;42960;KNA
1982;42728;KNA
1983;42482;KNA
1984;42199;KNA
1985;41866;KNA
1986;41479;KNA
1987;41041;KNA
1988;40641;KNA
1989;40354;KNA
1990;40259;KNA
1991;40379;KNA
1992;40697;KNA
1993;41135;KNA
1994;41617;KNA
1995;42074;KNA
1996;42475;KNA
1997;42854;KNA
1998;43221;KNA
1999;43614;KNA
2000;44074;KNA
2001;44599;KNA
2002;45165;KNA
2003;45746;KNA
2004;46324;KNA
2005;46857;KNA
2006;47339;KNA
2007;47778;KNA
2008;48185;KNA
2009;48599;KNA
2010;49016;KNA
2011;49447;KNA
2012;49887;KNA
2013;50331;KNA
2014;50774;KNA
2015;51203;KNA
2016;51625;KNA
2017;52045;KNA
1960;25012374;KOR
1961;25765673;KOR
1962;26513030;KOR
1963;27261747;KOR
1964;27984155;KOR
1965;28704674;KOR
1966;29435571;KOR
1967;30130983;KOR
1968;30838302;KOR
1969;31544266;KOR
1970;32240827;KOR
1971;32882704;KOR
1972;33505406;KOR
1973;34103149;KOR
1974;34692266;KOR
1975;35280725;KOR
1976;35848523;KOR
1977;36411795;KOR
1978;36969185;KOR
1979;37534236;KOR
1980;38123775;KOR
1981;38723248;KOR
1982;39326352;KOR
1983;39910403;KOR
1984;40405956;KOR
1985;40805744;KOR
1986;41213674;KOR
1987;41621690;KOR
1988;42031247;KOR
1989;42449038;KOR
1990;42869283;KOR
1991;43295704;KOR
1992;43747962;KOR
1993;44194628;KOR
1994;44641540;KOR
1995;45092991;KOR
1996;45524681;KOR
1997;45953580;KOR
1998;46286503;KOR
1999;46616677;KOR
2000;47008111;KOR
2001;47370164;KOR
2002;47644736;KOR
2003;47892330;KOR
2004;48082519;KOR
2005;48184561;KOR
2006;48438292;KOR
2007;48683638;KOR
2008;49054708;KOR
2009;49307835;KOR
2010;49554112;KOR
2011;49936638;KOR
2012;50199853;KOR
2013;50428893;KOR
2014;50746659;KOR
2015;51014947;KOR
2016;51245707;KOR
2017;51466201;KOR
1960;269029;KWT
1961;300576;KWT
1962;337348;KWT
1963;378746;KWT
1964;423898;KWT
1965;472037;KWT
1966;523166;KWT
1967;577164;KWT
1968;632899;KWT
1969;688979;KWT
1970;744450;KWT
1971;798642;KWT
1972;851916;KWT
1973;905635;KWT
1974;961770;KWT
1975;1021720;KWT
1976;1085861;KWT
1977;1153583;KWT
1978;1224067;KWT
1979;1296081;KWT
1980;1368677;KWT
1981;1439331;KWT
1982;1507645;KWT
1983;1576968;KWT
1984;1652150;KWT
1985;1735274;KWT
1986;1832310;KWT
1987;1938909;KWT
1988;2034857;KWT
1989;2092777;KWT
1990;2095344;KWT
1991;2031296;KWT
1995;1605901;KWT
1996;1626857;KWT
1997;1710256;KWT
1998;1831119;KWT
1999;1951636;KWT
2000;2045123;KWT
2001;2103282;KWT
2002;2136997;KWT
2003;2161626;KWT
2004;2200492;KWT
2005;2270198;KWT
2006;2373672;KWT
2007;2504019;KWT
2008;2656009;KWT
2009;2821045;KWT
2010;2991884;KWT
2011;3168060;KWT
2012;3348853;KWT
2013;3526378;KWT
2014;3690942;KWT
2015;3835591;KWT
2016;3956873;KWT
2017;4056097;KWT
1960;2120898;LAO
1961;2170344;LAO
1962;2221125;LAO
1963;2273351;LAO
1964;2327137;LAO
1965;2382594;LAO
1966;2439196;LAO
1967;2496920;LAO
1968;2556852;LAO
1969;2620434;LAO
1970;2688428;LAO
1971;2762265;LAO
1972;2840841;LAO
1973;2919287;LAO
1974;2990965;LAO
1975;3051577;LAO
1976;3098973;LAO
1977;3135842;LAO
1978;3168843;LAO
1979;3207328;LAO
1980;3258144;LAO
1981;3323366;LAO
1982;3401191;LAO
1983;3489903;LAO
1984;3586316;LAO
1985;3687898;LAO
1986;3794198;LAO
1987;3905530;LAO
1988;4020811;LAO
1989;4138845;LAO
1990;4258472;LAO
1991;4379236;LAO
1992;4500351;LAO
1993;4619944;LAO
1994;4735845;LAO
1995;4846483;LAO
1996;4951195;LAO
1997;5050315;LAO
1998;5144602;LAO
1999;5235346;LAO
2000;5323700;LAO
2001;5409582;LAO
2002;5493246;LAO
2003;5576640;LAO
2004;5662208;LAO
2005;5751676;LAO
2006;5846074;LAO
2007;5944948;LAO
2008;6046620;LAO
2009;6148623;LAO
2010;6249165;LAO
2011;6347567;LAO
2012;6444530;LAO
2013;6541304;LAO
2014;6639756;LAO
2015;6741164;LAO
2016;6845846;LAO
2017;6953035;LAO
1960;1804941;LBN
1961;1864619;LBN
1962;1925297;LBN
1963;1985001;LBN
1964;2041229;LBN
1965;2092375;LBN
1966;2136617;LBN
1967;2174738;LBN
1968;2210772;LBN
1969;2250447;LBN
1970;2297434;LBN
1971;2354047;LBN
1972;2417836;LBN
1973;2481943;LBN
1974;2536778;LBN
1975;2575749;LBN
1976;2596406;LBN
1977;2601740;LBN
1978;2597205;LBN
1979;2590902;LBN
1980;2588929;LBN
1981;2594302;LBN
1982;2606139;LBN
1983;2622072;LBN
1984;2638054;LBN
1985;2651995;LBN
1986;2660872;LBN
1987;2667960;LBN
1988;2684675;LBN
1989;2726440;LBN
1990;2803044;LBN
1991;2921706;LBN
1992;3076132;LBN
1993;3246126;LBN
1994;3403357;LBN
1995;3528380;LBN
1996;3610665;LBN
1997;3658424;LBN
1998;3693520;LBN
1999;3747766;LBN
2000;3842778;LBN
2001;3991001;LBN
2002;4182205;LBN
2003;4388375;LBN
2004;4569378;LBN
2005;4698763;LBN
2006;4759753;LBN
2007;4767344;LBN
2008;4764741;LBN
2009;4813026;LBN
2010;4953061;LBN
2011;5202343;LBN
2012;5538634;LBN
2013;5914621;LBN
2014;6262410;LBN
2015;6532678;LBN
2016;6711121;LBN
2017;6811873;LBN
1960;1118657;LBR
1961;1142302;LBR
1962;1166648;LBR
1963;1191802;LBR
1964;1217901;LBR
1965;1245102;LBR
1966;1273464;LBR
1967;1303035;LBR
1968;1333978;LBR
1969;1366502;LBR
1970;1400730;LBR
1971;1436738;LBR
1972;1474567;LBR
1973;1514366;LBR
1974;1556290;LBR
1975;1600452;LBR
1976;1645836;LBR
1977;1692140;LBR
1978;1740914;LBR
1979;1794248;LBR
1980;1853001;LBR
1981;1918826;LBR
1982;1989483;LBR
1983;2057227;LBR
1984;2111671;LBR
1985;2145754;LBR
1986;2158429;LBR
1987;2153316;LBR
1988;2134097;LBR
1989;2106431;LBR
1990;2075912;LBR
1991;2040139;LBR
1992;2001624;LBR
1993;1976699;LBR
1994;1986493;LBR
1995;2044661;LBR
1996;2160478;LBR
1997;2326202;LBR
1998;2517481;LBR
1999;2699712;LBR
2000;2848456;LBR
2001;2953927;LBR
2002;3024729;LBR
2003;3077058;LBR
2004;3135651;LBR
2005;3218116;LBR
2006;3329211;LBR
2007;3461911;LBR
2008;3607860;LBR
2009;3754133;LBR
2010;3891356;LBR
2011;4017443;LBR
2012;4135659;LBR
2013;4248334;LBR
2014;4359505;LBR
2015;4472230;LBR
2016;4586788;LBR
2017;4702228;LBR
1960;1448417;LBY
1961;1498071;LBY
1962;1550813;LBY
1963;1607171;LBY
1964;1667825;LBY
1965;1733306;LBY
1966;1803683;LBY
1967;1878877;LBY
1968;1958914;LBY
1969;2043818;LBY
1970;2133526;LBY
1971;2228146;LBY
1972;2327490;LBY
1973;2430755;LBY
1974;2536888;LBY
1975;2645139;LBY
1976;2754696;LBY
1977;2865637;LBY
1978;2979093;LBY
1979;3096729;LBY
1980;3219466;LBY
1981;3347781;LBY
1982;3480454;LBY
1983;3614689;LBY
1984;3746715;LBY
1985;3873781;LBY
1986;3994597;LBY
1987;4109725;LBY
1988;4220450;LBY
1989;4328939;LBY
1990;4436661;LBY
1991;4544242;LBY
1992;4650885;LBY
1993;4755133;LBY
1994;4854875;LBY
1995;4948798;LBY
1996;5036171;LBY
1997;5118007;LBY
1998;5196780;LBY
1999;5275926;LBY
2000;5357891;LBY
2001;5443248;LBY
2002;5531089;LBY
2003;5620547;LBY
2004;5710154;LBY
2005;5798614;LBY
2006;5886872;LBY
2007;5974787;LBY
2008;6058748;LBY
2009;6133984;LBY
2010;6197663;LBY
2011;6247439;LBY
2012;6285750;LBY
2013;6320359;LBY
2014;6362037;LBY
2015;6418315;LBY
2016;6492164;LBY
2017;6580724;LBY
1960;89697;LCA
1961;90716;LCA
1962;91891;LCA
1963;93211;LCA
1964;94636;LCA
1965;96134;LCA
1966;97715;LCA
1967;99365;LCA
1968;101035;LCA
1969;102597;LCA
1970;104015;LCA
1971;105247;LCA
1972;106310;LCA
1973;107320;LCA
1974;108391;LCA
1975;109627;LCA
1976;111067;LCA
1977;112685;LCA
1978;114400;LCA
1979;116136;LCA
1980;117822;LCA
1981;119430;LCA
1982;120988;LCA
1983;122564;LCA
1984;124292;LCA
1985;126244;LCA
1986;128449;LCA
1987;130856;LCA
1988;133367;LCA
1989;135788;LCA
1990;138020;LCA
1991;139995;LCA
1992;141760;LCA
1993;143409;LCA
1994;145083;LCA
1995;146870;LCA
1996;148834;LCA
1997;150913;LCA
1998;153021;LCA
1999;154995;LCA
2000;156729;LCA
2001;158179;LCA
2002;159392;LCA
2003;160530;LCA
2004;161816;LCA
2005;163417;LCA
2006;165381;LCA
2007;167639;LCA
2008;170011;LCA
2009;172221;LCA
2010;174085;LCA
2011;175544;LCA
2012;176646;LCA
2013;177513;LCA
2014;178296;LCA
2015;179126;LCA
2016;180024;LCA
2017;180955;LCA
1960;16493;LIE
1961;16893;LIE
1962;17289;LIE
1963;17719;LIE
1964;18168;LIE
1965;18649;LIE
1966;19152;LIE
1967;19691;LIE
1968;20235;LIE
1969;20766;LIE
1970;21266;LIE
1971;21728;LIE
1972;22151;LIE
1973;22563;LIE
1974;22983;LIE
1975;23438;LIE
1976;23931;LIE
1977;24448;LIE
1978;24975;LIE
1979;25459;LIE
1980;25879;LIE
1981;26238;LIE
1982;26536;LIE
1983;26789;LIE
1984;27036;LIE
1985;27288;LIE
1986;27559;LIE
1987;27837;LIE
1988;28129;LIE
1989;28449;LIE
1990;28789;LIE
1991;29159;LIE
1992;29553;LIE
1993;29975;LIE
1994;30426;LIE
1995;30880;LIE
1996;31348;LIE
1997;31830;LIE
1998;32311;LIE
1999;32769;LIE
2000;33184;LIE
2001;33552;LIE
2002;33879;LIE
2003;34175;LIE
2004;34452;LIE
2005;34713;LIE
2006;34970;LIE
2007;35217;LIE
2008;35471;LIE
2009;35727;LIE
2010;35994;LIE
2011;36293;LIE
2012;36615;LIE
2013;36934;LIE
2014;37223;LIE
2015;37470;LIE
2016;37658;LIE
2017;37800;LIE
1960;9874476;LKA
1961;10111637;LKA
1962;10352179;LKA
1963;10597511;LKA
1964;10849975;LKA
1965;11110820;LKA
1966;11380670;LKA
1967;11657650;LKA
1968;11937600;LKA
1969;12214956;LKA
1970;12485740;LKA
1971;12747821;LKA
1972;13002231;LKA
1973;13252036;LKA
1974;13501935;LKA
1975;13755146;LKA
1976;14012899;LKA
1977;14273495;LKA
1978;14533690;LKA
1979;14788862;LKA
1980;15035834;LKA
1981;15272831;LKA
1982;15501207;LKA
1983;15724651;LKA
1984;15948487;LKA
1985;16176280;LKA
1986;16408859;LKA
1987;16643952;LKA
1988;16878189;LKA
1989;17106753;LKA
1990;17325773;LKA
1991;17535729;LKA
1992;17736821;LKA
1993;17924823;LKA
1994;18094477;LKA
1995;18242912;LKA
1996;18367288;LKA
1997;18470900;LKA
1998;18564599;LKA
1999;18663284;LKA
2000;18777601;LKA
2001;18911730;LKA
2002;19062482;LKA
2003;19224037;LKA
2004;19387153;LKA
2005;19544988;LKA
2006;19695972;LKA
2007;19842044;LKA
2008;19983984;LKA
2009;20123508;LKA
2010;20261737;LKA
2011;20398670;LKA
2012;20425000;LKA
2013;20585000;LKA
2014;20778000;LKA
2015;20970000;LKA
2016;21203000;LKA
2017;21444000;LKA
1960;837270;LSO
1961;852890;LSO
1962;869136;LSO
1963;886057;LSO
1964;903763;LSO
1965;922306;LSO
1966;941794;LSO
1967;962273;LSO
1968;983685;LSO
1969;1005909;LSO
1970;1028926;LSO
1971;1052614;LSO
1972;1077095;LSO
1973;1102878;LSO
1974;1130635;LSO
1975;1160792;LSO
1976;1193521;LSO
1977;1228536;LSO
1978;1265202;LSO
1979;1302667;LSO
1980;1340255;LSO
1981;1377799;LSO
1982;1415367;LSO
1983;1452728;LSO
1984;1489691;LSO
1985;1526131;LSO
1986;1561692;LSO
1987;1596394;LSO
1988;1630996;LSO
1989;1666563;LSO
1990;1703747;LSO
1991;1742539;LSO
1992;1782285;LSO
1993;1822236;LSO
1994;1861324;LSO
1995;1898598;LSO
1996;1934291;LSO
1997;1968044;LSO
1998;1997516;LSO
1999;2019731;LSO
2000;2032804;LSO
2001;2035740;LSO
2002;2029829;LSO
2003;2018348;LSO
2004;2005940;LSO
2005;1996114;LSO
2006;1989939;LSO
2007;1986922;LSO
2008;1987129;LSO
2009;1990131;LSO
2010;1995581;LSO
2011;2003787;LSO
2012;2014990;LSO
2013;2028519;LSO
2014;2043437;LSO
2015;2059021;LSO
2016;2075001;LSO
2017;2091412;LSO
1960;2778550;LTU
1961;2823550;LTU
1962;2863350;LTU
1963;2898950;LTU
1964;2935200;LTU
1965;2971450;LTU
1966;3008050;LTU
1967;3044400;LTU
1968;3078850;LTU
1969;3107321;LTU
1970;3139689;LTU
1971;3179041;LTU
1972;3213622;LTU
1973;3244438;LTU
1974;3273894;LTU
1975;3301652;LTU
1976;3328664;LTU
1977;3355036;LTU
1978;3379514;LTU
1979;3397842;LTU
1980;3413202;LTU
1981;3432947;LTU
1982;3457179;LTU
1983;3485192;LTU
1984;3514205;LTU
1985;3544543;LTU
1986;3578914;LTU
1987;3616367;LTU
1988;3655049;LTU
1989;3684255;LTU
1990;3697838;LTU
1991;3704134;LTU
1992;3700114;LTU
1993;3682613;LTU
1994;3657144;LTU
1995;3629102;LTU
1996;3601613;LTU
1997;3575137;LTU
1998;3549331;LTU
1999;3524238;LTU
2000;3499536;LTU
2001;3470818;LTU
2002;3443067;LTU
2003;3415213;LTU
2004;3377075;LTU
2005;3322528;LTU
2006;3269909;LTU
2007;3231294;LTU
2008;3198231;LTU
2009;3162916;LTU
2010;3097282;LTU
2011;3028115;LTU
2012;2987773;LTU
2013;2957689;LTU
2014;2932367;LTU
2015;2904910;LTU
2016;2868231;LTU
2017;2828403;LTU
1960;313970;LUX
1961;316845;LUX
1962;320750;LUX
1963;324100;LUX
1964;327750;LUX
1965;331500;LUX
1966;333895;LUX
1967;334995;LUX
1968;335850;LUX
1969;337500;LUX
1970;339171;LUX
1971;342421;LUX
1972;346600;LUX
1973;350450;LUX
1974;355050;LUX
1975;358950;LUX
1976;360731;LUX
1977;361358;LUX
1978;362007;LUX
1979;362856;LUX
1980;364150;LUX
1981;365225;LUX
1982;365525;LUX
1983;365622;LUX
1984;365998;LUX
1985;366706;LUX
1986;368355;LUX
1987;370750;LUX
1988;373450;LUX
1989;377100;LUX
1990;381850;LUX
1991;387000;LUX
1992;392175;LUX
1993;397475;LUX
1994;402925;LUX
1995;408625;LUX
1996;414225;LUX
1997;419450;LUX
1998;424700;LUX
1999;430475;LUX
2000;436300;LUX
2001;441525;LUX
2002;446175;LUX
2003;451630;LUX
2004;458095;LUX
2005;465158;LUX
2006;472637;LUX
2007;479993;LUX
2008;488650;LUX
2009;497783;LUX
2010;506953;LUX
2011;518347;LUX
2012;530946;LUX
2013;543360;LUX
2014;556319;LUX
2015;569604;LUX
2016;582014;LUX
2017;596336;LUX
1960;2120979;LVA
1961;2152681;LVA
1962;2181586;LVA
1963;2210919;LVA
1964;2240623;LVA
1965;2265919;LVA
1966;2283217;LVA
1967;2301220;LVA
1968;2323619;LVA
1969;2343173;LVA
1970;2359164;LVA
1971;2376389;LVA
1972;2395674;LVA
1973;2415819;LVA
1974;2437186;LVA
1975;2456130;LVA
1976;2470989;LVA
1977;2485073;LVA
1978;2497921;LVA
1979;2505953;LVA
1980;2511701;LVA
1981;2519421;LVA
1982;2531080;LVA
1983;2546011;LVA
1984;2562047;LVA
1985;2578873;LVA
1986;2599892;LVA
1987;2626583;LVA
1988;2653434;LVA
1989;2666955;LVA
1990;2663151;LVA
1991;2650581;LVA
1992;2614338;LVA
1993;2563290;LVA
1994;2520742;LVA
1995;2485056;LVA
1996;2457222;LVA
1997;2432851;LVA
1998;2410019;LVA
1999;2390482;LVA
2000;2367550;LVA
2001;2337170;LVA
2002;2310173;LVA
2003;2287955;LVA
2004;2263122;LVA
2005;2238799;LVA
2006;2218357;LVA
2007;2200325;LVA
2008;2177322;LVA
2009;2141669;LVA
2010;2097555;LVA
2011;2059709;LVA
2012;2034319;LVA
2013;2012647;LVA
2014;1993782;LVA
2015;1977527;LVA
2016;1959537;LVA
2017;1942248;LVA
1960;167791;MAC
1961;170462;MAC
1962;176183;MAC
1963;184245;MAC
1964;193561;MAC
1965;203228;MAC
1966;213192;MAC
1967;223418;MAC
1968;233000;MAC
1969;240839;MAC
1970;246194;MAC
1971;248738;MAC
1972;248767;MAC
1973;246947;MAC
1974;244285;MAC
1975;241628;MAC
1976;239075;MAC
1977;236678;MAC
1978;235171;MAC
1979;235440;MAC
1980;238071;MAC
1981;243373;MAC
1982;251158;MAC
1983;260931;MAC
1984;271918;MAC
1985;283503;MAC
1986;295591;MAC
1987;308180;MAC
1988;320773;MAC
1989;332783;MAC
1990;343808;MAC
1991;353626;MAC
1992;362311;MAC
1993;370199;MAC
1994;377798;MAC
1995;385513;MAC
1996;393373;MAC
1997;401352;MAC
1998;409616;MAC
1999;418383;MAC
2000;427782;MAC
2001;437938;MAC
2002;448821;MAC
2003;460165;MAC
2004;471597;MAC
2005;482858;MAC
2006;493799;MAC
2007;504511;MAC
2008;515239;MAC
2009;526400;MAC
2010;538219;MAC
2011;550832;MAC
2012;564039;MAC
2013;577372;MAC
2014;590208;MAC
2015;602085;MAC
2016;612836;MAC
2017;622585;MAC
1960;12328532;MAR
1961;12710581;MAR
1962;13094888;MAR
1963;13478423;MAR
1964;13857649;MAR
1965;14230163;MAR
1966;14595350;MAR
1967;14954031;MAR
1968;15307273;MAR
1969;15656843;MAR
1970;16004731;MAR
1971;16350881;MAR
1972;16696891;MAR
1973;17048518;MAR
1974;17413144;MAR
1975;17796164;MAR
1976;18198844;MAR
1977;18620093;MAR
1978;19059770;MAR
1979;19516942;MAR
1980;19990012;MAR
1981;20479715;MAR
1982;20984009;MAR
1983;21495086;MAR
1984;22002643;MAR
1985;22499110;MAR
1986;22980335;MAR
1987;23447252;MAR
1988;23903592;MAR
1989;24355619;MAR
1990;24807462;MAR
1991;25260404;MAR
1992;25711406;MAR
1993;26155203;MAR
1994;26584478;MAR
1995;26994250;MAR
1996;27383473;MAR
1997;27754571;MAR
1998;28110443;MAR
1999;28455509;MAR
2000;28793679;MAR
2001;29126330;MAR
2002;29454768;MAR
2003;29782884;MAR
2004;30115214;MAR
2005;30455561;MAR
2006;30804683;MAR
2007;31163673;MAR
2008;31536811;MAR
2009;31929087;MAR
2010;32343389;MAR
2011;32781850;MAR
2012;33241898;MAR
2013;33715693;MAR
2014;34192347;MAR
2015;34663603;MAR
2016;35126296;MAR
2017;35581294;MAR
1960;22452;MCO
1961;22808;MCO
1962;23039;MCO
1963;23168;MCO
1964;23236;MCO
1965;23282;MCO
1966;23305;MCO
1967;23292;MCO
1968;23304;MCO
1969;23346;MCO
1970;23484;MCO
1971;23721;MCO
1972;24051;MCO
1973;24439;MCO
1974;24836;MCO
1975;25198;MCO
1976;25524;MCO
1977;25809;MCO
1978;26087;MCO
1979;26394;MCO
1980;26745;MCO
1981;27162;MCO
1982;27627;MCO
1983;28097;MCO
1984;28510;MCO
1985;28832;MCO
1986;29041;MCO
1987;29168;MCO
1988;29229;MCO
1989;29305;MCO
1990;29438;MCO
1991;29622;MCO
1992;29865;MCO
1993;30146;MCO
1994;30435;MCO
1995;30716;MCO
1996;30995;MCO
1997;31280;MCO
1998;31556;MCO
1999;31844;MCO
2000;32147;MCO
2001;32470;MCO
2002;32806;MCO
2003;33153;MCO
2004;33500;MCO
2005;33843;MCO
2006;34190;MCO
2007;34525;MCO
2008;34872;MCO
2009;35226;MCO
2010;35612;MCO
2011;36024;MCO
2012;36460;MCO
2013;36901;MCO
2014;37322;MCO
2015;37718;MCO
2016;38070;MCO
2017;38392;MCO
1960;2544000;MDA
1961;2605000;MDA
1962;2664000;MDA
1963;2720000;MDA
1964;2774000;MDA
1965;2825000;MDA
1966;2873000;MDA
1967;2918000;MDA
1968;2960000;MDA
1969;3002000;MDA
1970;3044000;MDA
1971;3087000;MDA
1972;3131000;MDA
1973;3174000;MDA
1974;3215000;MDA
1975;3251000;MDA
1976;3284000;MDA
1977;3312000;MDA
1978;3339000;MDA
1979;3366000;MDA
1980;3396000;MDA
1981;3429000;MDA
1982;3464000;MDA
1983;3500000;MDA
1984;3536000;MDA
1985;3570000;MDA
1986;3602000;MDA
1987;3633000;MDA
1988;3660000;MDA
1989;3681000;MDA
1990;3696000;MDA
1991;3704000;MDA
1992;3706000;MDA
1993;3701000;MDA
1994;3690000;MDA
1995;3675099;MDA
1996;3667748;MDA
1997;3654208;MDA
1998;3652732;MDA
1999;3647001;MDA
2000;3639592;MDA
2001;3631462;MDA
2002;3623062;MDA
2003;3612874;MDA
2004;3603945;MDA
2005;3595187;MDA
2006;3585209;MDA
2007;3576910;MDA
2008;3570108;MDA
2009;3565604;MDA
2010;3562045;MDA
2011;3559986;MDA
2012;3559519;MDA
2013;3558566;MDA
2014;3556397;MDA
2015;3554108;MDA
2016;3551954;MDA
2017;3549196;MDA
1960;5099373;MDG
1961;5223568;MDG
1962;5352503;MDG
1963;5486319;MDG
1964;5625164;MDG
1965;5769218;MDG
1966;5918595;MDG
1967;6073526;MDG
1968;6234465;MDG
1969;6401921;MDG
1970;6576305;MDG
1971;6757850;MDG
1972;6946620;MDG
1973;7142627;MDG
1974;7345780;MDG
1975;7556026;MDG
1976;7773449;MDG
1977;7998164;MDG
1978;8230218;MDG
1979;8469672;MDG
1980;8716553;MDG
1981;8971345;MDG
1982;9234129;MDG
1983;9504281;MDG
1984;9780872;MDG
1985;10063495;MDG
1986;10352120;MDG
1987;10647754;MDG
1988;10952395;MDG
1989;11268658;MDG
1990;11598633;MDG
1991;11942819;MDG
1992;12301336;MDG
1993;12675460;MDG
1994;13066543;MDG
1995;13475400;MDG
1996;13902688;MDG
1997;14347854;MDG
1998;14808791;MDG
1999;15282521;MDG
2000;15766806;MDG
2001;16260932;MDG
2002;16765117;MDG
2003;17279141;MDG
2004;17802997;MDG
2005;18336724;MDG
2006;18880269;MDG
2007;19433530;MDG
2008;19996473;MDG
2009;20569117;MDG
2010;21151640;MDG
2011;21743967;MDG
2012;22346641;MDG
2013;22961253;MDG
2014;23589887;MDG
2015;24234088;MDG
2016;24894380;MDG
2017;25570540;MDG
1960;89863;MDV
1961;92325;MDV
1962;94905;MDV
1963;97551;MDV
1964;100171;MDV
1965;102718;MDV
1966;105136;MDV
1967;107478;MDV
1968;109891;MDV
1969;112582;MDV
1970;115691;MDV
1971;119302;MDV
1972;123354;MDV
1973;127701;MDV
1974;132104;MDV
1975;136417;MDV
1976;140563;MDV
1977;144631;MDV
1978;148780;MDV
1979;153276;MDV
1980;158272;MDV
1981;163824;MDV
1982;169851;MDV
1983;176244;MDV
1984;182850;MDV
1985;189537;MDV
1986;196264;MDV
1987;203028;MDV
1988;209785;MDV
1989;216510;MDV
1990;223158;MDV
1991;229751;MDV
1992;236265;MDV
1993;242605;MDV
1994;248588;MDV
1995;254139;MDV
1996;259183;MDV
1997;263842;MDV
1998;268455;MDV
1999;273527;MDV
2000;279398;MDV
2001;286306;MDV
2002;294186;MDV
2003;302683;MDV
2004;311265;MDV
2005;319608;MDV
2006;327487;MDV
2007;335169;MDV
2008;343452;MDV
2009;353398;MDV
2010;365734;MDV
2011;380495;MDV
2012;397237;MDV
2013;415593;MDV
2014;435015;MDV
2015;454915;MDV
2016;475513;MDV
2017;496402;MDV
1960;37771859;MEX
1961;38966056;MEX
1962;40195319;MEX
1963;41462369;MEX
1964;42771079;MEX
1965;44123853;MEX
1966;45519737;MEX
1967;46956208;MEX
1968;48431972;MEX
1969;49945279;MEX
1970;51493565;MEX
1971;53076373;MEX
1972;54689943;MEX
1973;56324303;MEX
1974;57966804;MEX
1975;59607953;MEX
1976;61242190;MEX
1977;62869903;MEX
1978;64494869;MEX
1979;66123897;MEX
1980;67761372;MEX
1981;69407624;MEX
1982;71058654;MEX
1983;72709299;MEX
1984;74352631;MEX
1985;75983485;MEX
1986;77599098;MEX
1987;79200081;MEX
1988;80788721;MEX
1989;82368931;MEX
1990;83943132;MEX
1991;85512623;MEX
1992;87075138;MEX
1993;88625440;MEX
1994;90156400;MEX
1995;91663285;MEX
1996;93147044;MEX
1997;94611002;MEX
1998;96056321;MEX
1999;97484832;MEX
2000;98899845;MEX
2001;100298153;MEX
2002;101684758;MEX
2003;103081020;MEX
2004;104514932;MEX
